config,seed,pattern,level,repeat,f1,auc
baseline_a_early,1,gas,0.1,4,0.6666666666666666,0.33333333333333337
baseline_a_early,1,gas,0.2,0,0.6666666666666666,0.33333333333333337
baseline_a_early,1,gas,0.2,1,0.6666666666666666,0.33333333333333337
baseline_a_early,1,gas,0.2,2,0.6666666666666666,0.2777777777777778
baseline_a_early,1,gas,0.2,3,0.6666666666666666,0.33333333333333337
baseline_a_early,1,gas,0.2,4,0.6666666666666666,0.3055555555555556
baseline_a_early,1,gas,0.3,0,0.6666666666666666,0.3055555555555556
baseline_a_early,1,gas,0.3,1,0.6666666666666666,0.33333333333333337
baseline_a_early,1,gas,0.3,2,0.6666666666666666,0.3888888888888889
baseline_a_early,1,gas,0.3,3,0.6666666666666666,0.3888888888888889
baseline_a_early,1,gas,0.3,4,0.6666666666666666,0.2777777777777778
baseline_a_early,1,gas,0.4,0,0.6666666666666666,0.33333333333333337
baseline_a_early,1,gas,0.4,1,0.6666666666666666,0.3611111111111111
baseline_a_early,1,gas,0.4,2,0.6666666666666666,0.25
baseline_a_early,1,gas,0.4,3,0.6666666666666666,0.33333333333333337
baseline_a_early,1,gas,0.4,4,0.6666666666666666,0.2777777777777778
baseline_a_early,1,gas,0.5,0,0.6666666666666666,0.3611111111111111
baseline_a_early,1,gas,0.5,1,0.6666666666666666,0.33333333333333337
baseline_a_early,1,gas,0.5,2,0.6666666666666666,0.33333333333333337
baseline_a_early,1,gas,0.5,3,0.6666666666666666,0.3055555555555556
baseline_a_early,1,gas,0.5,4,0.6666666666666666,0.2777777777777778
baseline_a_early,1,joint,0.0,0,0.6666666666666666,0.33333333333333337
baseline_a_early,1,joint,0.0,1,0.6666666666666666,0.33333333333333337
baseline_a_early,1,joint,0.0,2,0.6666666666666666,0.33333333333333337
baseline_a_early,1,joint,0.0,3,0.6666666666666666,0.33333333333333337
baseline_a_early,1,joint,0.0,4,0.6666666666666666,0.33333333333333337
baseline_a_early,1,joint,0.1,0,0.6666666666666666,0.36111111111111116
baseline_a_early,1,joint,0.1,1,0.6666666666666666,0.3055555555555556
baseline_a_early,1,joint,0.1,2,0.6666666666666666,0.3888888888888889
baseline_a_early,1,joint,0.1,3,0.6666666666666666,0.3888888888888889
baseline_a_early,1,joint,0.1,4,0.6666666666666666,0.33333333333333337
baseline_a_early,1,joint,0.2,0,0.6666666666666666,0.3055555555555556
baseline_a_early,1,joint,0.2,1,0.6666666666666666,0.3333333333333333
baseline_a_early,1,joint,0.2,2,0.6666666666666666,0.33333333333333337
baseline_a_early,1,joint,0.2,3,0.6666666666666666,0.4444444444444445
baseline_a_early,1,joint,0.2,4,0.6666666666666666,0.3611111111111111
baseline_a_early,1,joint,0.3,0,0.6666666666666666,0.19444444444444442
baseline_a_early,1,joint,0.3,1,0.6666666666666666,0.11111111111111112
baseline_a_early,1,joint,0.3,2,0.6666666666666666,0.05555555555555554
baseline_a_early,1,joint,0.3,3,0.6666666666666666,0.13888888888888887
baseline_a_early,1,joint,0.3,4,0.6666666666666666,0.4722222222222222
baseline_a_early,1,joint,0.4,0,0.6666666666666666,0.6111111111111112
baseline_a_early,1,joint,0.4,1,0.6666666666666666,0.47222222222222227
baseline_a_early,1,joint,0.4,2,0.6666666666666666,0.3611111111111111
baseline_a_early,1,joint,0.4,3,0.6666666666666666,0.4027777777777778
baseline_a_early,1,joint,0.4,4,0.6666666666666666,0.36111111111111116
baseline_a_early,1,joint,0.5,0,0.6666666666666666,0.3333333333333333
baseline_a_early,1,joint,0.5,1,0.6666666666666666,0.25
baseline_a_early,1,joint,0.5,2,0.6666666666666666,0.4444444444444444
baseline_a_early,1,joint,0.5,3,0.6666666666666666,0.8055555555555556
baseline_a_early,1,joint,0.5,4,0.6666666666666666,0.16666666666666666
baseline_a_early,2,rgb,0.0,0,0.3333333333333333,0.47222222222222227
baseline_a_early,2,rgb,0.0,1,0.3333333333333333,0.47222222222222227
baseline_a_early,2,rgb,0.0,2,0.3333333333333333,0.47222222222222227
baseline_a_early,2,rgb,0.0,3,0.3333333333333333,0.47222222222222227
baseline_a_early,2,rgb,0.0,4,0.3333333333333333,0.47222222222222227
baseline_a_early,2,rgb,0.1,0,0.36363636363636365,0.5277777777777779
baseline_a_early,2,rgb,0.1,1,0.3333333333333333,0.38888888888888895
baseline_a_early,2,rgb,0.1,2,0.3333333333333333,0.36111111111111116
baseline_a_early,2,rgb,0.1,3,0.36363636363636365,0.5833333333333334
baseline_a_early,2,rgb,0.1,4,0.3333333333333333,0.47222222222222227
baseline_a_early,2,rgb,0.2,0,0.3333333333333333,0.4444444444444445
baseline_a_early,2,rgb,0.2,1,0.3333333333333333,0.47222222222222227
baseline_a_early,2,rgb,0.2,2,0.3333333333333333,0.4444444444444445
baseline_a_early,2,rgb,0.2,3,0.3333333333333333,0.4444444444444445
baseline_a_early,2,rgb,0.2,4,0.36363636363636365,0.5277777777777778
baseline_a_early,2,rgb,0.3,0,0.36363636363636365,0.5555555555555556
baseline_a_early,2,rgb,0.3,1,0.36363636363636365,0.3888888888888889
baseline_a_early,2,rgb,0.3,2,0.36363636363636365,0.5555555555555556
baseline_a_early,2,rgb,0.3,3,0.18181818181818182,0.3611111111111111
baseline_a_early,2,rgb,0.3,4,0.36363636363636365,0.44444444444444453
baseline_a_early,2,rgb,0.4,0,0.3333333333333333,0.41666666666666674
baseline_a_early,2,rgb,0.4,1,0.2,0.3611111111111111
baseline_a_early,2,rgb,0.4,2,0.2,0.3611111111111111
baseline_a_early,2,rgb,0.4,3,0.36363636363636365,0.41666666666666663
baseline_a_early,2,rgb,0.4,4,0.18181818181818182,0.25
baseline_a_early,2,rgb,0.5,0,0.2,0.3611111111111111
baseline_a_early,2,rgb,0.5,1,0.2,0.47222222222222227
baseline_a_early,2,rgb,0.5,2,0.36363636363636365,0.5555555555555556
baseline_a_early,2,rgb,0.5,3,0.2222222222222222,0.41666666666666663
baseline_a_early,2,rgb,0.5,4,0.36363636363636365,0.5555555555555556
baseline_a_early,2,ir,0.0,0,0.3333333333333333,0.47222222222222227
baseline_a_early,2,ir,0.0,1,0.3333333333333333,0.47222222222222227
baseline_a_early,2,ir,0.0,2,0.3333333333333333,0.47222222222222227
baseline_a_early,2,ir,0.0,3,0.3333333333333333,0.47222222222222227
baseline_a_early,2,ir,0.0,4,0.3333333333333333,0.47222222222222227
baseline_a_early,2,ir,0.1,0,0.3333333333333333,0.38888888888888895
baseline_a_early,2,ir,0.1,1,0.3333333333333333,0.47222222222222227
baseline_a_early,2,ir,0.1,2,0.3333333333333333,0.47222222222222227
baseline_a_early,2,ir,0.1,3,0.3333333333333333,0.4444444444444445
baseline_a_early,2,ir,0.1,4,0.3333333333333333,0.4444444444444445
baseline_a_early,2,ir,0.2,0,0.3333333333333333,0.41666666666666674
baseline_a_early,2,ir,0.2,1,0.18181818181818182,0.3888888888888889
baseline_a_early,2,ir,0.2,2,0.3333333333333333,0.33333333333333337
baseline_a_early,2,ir,0.2,3,0.3333333333333333,0.38888888888888895
baseline_a_early,2,ir,0.2,4,0.2,0.47222222222222227
baseline_a_early,2,ir,0.3,0,0.36363636363636365,0.5833333333333334
baseline_a_early,2,ir,0.3,1,0.18181818181818182,0.38888888888888895
baseline_a_early,2,ir,0.3,2,0.36363636363636365,0.5
baseline_a_early,2,ir,0.3,3,0.36363636363636365,0.5555555555555556
baseline_a_early,2,ir,0.3,4,0.36363636363636365,0.5555555555555556
baseline_a_early,2,ir,0.4,0,0.2,0.38888888888888895
baseline_a_early,2,ir,0.4,1,0.3333333333333333,0.3611111111111111
baseline_a_early,2,ir,0.4,2,0.36363636363636365,0.44444444444444453
baseline_a_early,2,ir,0.4,3,0.18181818181818182,0.33333333333333337
baseline_a_early,2,ir,0.4,4,0.18181818181818182,0.2777777777777778
baseline_a_early,2,ir,0.5,0,0.36363636363636365,0.44444444444444453
baseline_a_early,2,ir,0.5,1,0.2222222222222222,0.5833333333333333
baseline_a_early,2,ir,0.5,2,0.36363636363636365,0.4166666666666667
baseline_a_early,2,ir,0.5,3,0.4,0.41666666666666663
baseline_a_early,2,ir,0.5,4,0.36363636363636365,0.5833333333333334
baseline_a_early,2,gas,0.0,0,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.0,1,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.0,2,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.0,3,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.0,4,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.1,0,0.36363636363636365,0.47222222222222227
baseline_a_early,2,gas,0.1,1,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.1,2,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.1,3,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.1,4,0.46153846153846156,0.5277777777777778
baseline_a_early,2,gas,0.2,0,0.36363636363636365,0.47222222222222227
baseline_a_early,2,gas,0.2,1,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.2,2,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.2,3,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.2,4,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.3,0,0.46153846153846156,0.47222222222222227
baseline_a_early,2,gas,0.3,1,0.4,0.5555555555555556
baseline_a_early,2,gas,0.3,2,0.46153846153846156,0.5
baseline_a_early,2,gas,0.3,3,0.3333333333333333,0.47222222222222227
baseline_a_early,2,gas,0.3,4,0.2222222222222222,0.5
baseline_a_early,2,gas,0.4,0,0.6153846153846154,0.5833333333333334
baseline_a_early,2,gas,0.4,1,0.5454545454545454,0.5833333333333334
baseline_a_early,2,gas,0.4,2,0.36363636363636365,0.5277777777777779
baseline_a_early,2,gas,0.4,3,0.18181818181818182,0.4166666666666667
baseline_a_early,2,gas,0.4,4,0.5714285714285714,0.5277777777777778
baseline_a_early,2,gas,0.5,0,0.36363636363636365,0.5555555555555556
baseline_a_early,2,gas,0.5,1,0.4,0.5555555555555556
baseline_a_early,2,gas,0.5,2,0.4,0.5555555555555556
baseline_a_early,2,gas,0.5,3,0.5454545454545454,0.5833333333333334
baseline_a_early,2,gas,0.5,4,0.46153846153846156,0.5
baseline_a_early,2,joint,0.0,0,0.3333333333333333,0.47222222222222227
baseline_a_early,2,joint,0.0,1,0.3333333333333333,0.47222222222222227
baseline_a_early,2,joint,0.0,2,0.3333333333333333,0.47222222222222227
baseline_a_early,2,joint,0.0,3,0.3333333333333333,0.47222222222222227
baseline_a_early,2,joint,0.0,4,0.3333333333333333,0.47222222222222227
baseline_a_early,2,joint,0.1,0,0.36363636363636365,0.47222222222222227
baseline_a_early,2,joint,0.1,1,0.18181818181818182,0.3055555555555556
baseline_a_early,2,joint,0.1,2,0.36363636363636365,0.5555555555555556
baseline_a_early,2,joint,0.1,3,0.3333333333333333,0.41666666666666674
baseline_a_early,2,joint,0.1,4,0.3333333333333333,0.4722222222222222
baseline_a_early,2,joint,0.2,0,0.2222222222222222,0.38888888888888884
baseline_a_early,2,joint,0.2,1,0.2222222222222222,0.5555555555555556
baseline_a_early,2,joint,0.2,2,0.36363636363636365,0.5
baseline_a_early,2,joint,0.2,3,0.2,0.4444444444444444
baseline_a_early,2,joint,0.2,4,0.4,0.47222222222222227
baseline_a_early,2,joint,0.3,0,0.2222222222222222,0.4166666666666667
baseline_a_early,2,joint,0.3,1,0.2,0.3333333333333333
baseline_a_early,2,joint,0.3,2,0.2,0.4166666666666667
baseline_a_early,2,joint,0.3,3,0.2,0.5
baseline_a_early,2,joint,0.3,4,0.25,0.4444444444444444
baseline_a_early,2,joint,0.4,0,0.0,0.25
baseline_a_early,2,joint,0.4,1,0.2222222222222222,0.5833333333333334
baseline_a_early,2,joint,0.4,2,0.2222222222222222,0.6388888888888888
baseline_a_early,2,joint,0.4,3,0.2222222222222222,0.47222222222222227
baseline_a_early,2,joint,0.4,4,0.36363636363636365,0.4444444444444444
baseline_a_early,2,joint,0.5,0,0.4,0.513888888888889
baseline_a_early,2,joint,0.5,1,0.0,0.5555555555555556
baseline_a_early,2,joint,0.5,2,0.4444444444444444,0.41666666666666663
baseline_a_early,2,joint,0.5,3,0.4444444444444444,0.4722222222222222
baseline_a_early,2,joint,0.5,4,0.25,0.7222222222222223
baseline_a_early,3,rgb,0.0,0,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.0,1,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.0,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.0,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.0,4,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.1,0,0.625,0.5
baseline_a_early,3,rgb,0.1,1,0.625,0.5555555555555556
baseline_a_early,3,rgb,0.1,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.1,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.1,4,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.2,0,0.6666666666666666,0.5277777777777778
baseline_a_early,3,rgb,0.2,1,0.7142857142857143,0.6111111111111112
baseline_a_early,3,rgb,0.2,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.2,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.2,4,0.6666666666666666,0.5277777777777778
baseline_a_early,3,rgb,0.3,0,0.6666666666666666,0.5555555555555556
baseline_a_early,3,rgb,0.3,1,0.7142857142857143,0.6111111111111112
baseline_a_early,3,rgb,0.3,2,0.625,0.5
baseline_a_early,3,rgb,0.3,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.3,4,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.4,0,0.7142857142857143,0.5833333333333334
baseline_a_early,3,rgb,0.4,1,0.6666666666666666,0.5555555555555556
baseline_a_early,3,rgb,0.4,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.4,3,0.6666666666666666,0.6111111111111112
baseline_a_early,3,rgb,0.4,4,0.6666666666666666,0.5833333333333334
baseline_a_early,3,rgb,0.5,0,0.5714285714285714,0.41666666666666663
baseline_a_early,3,rgb,0.5,1,0.7142857142857143,0.5833333333333334
baseline_a_early,3,rgb,0.5,2,0.6153846153846154,0.5277777777777778
baseline_a_early,3,rgb,0.5,3,0.5333333333333333,0.4722222222222222
baseline_a_early,3,rgb,0.5,4,0.6153846153846154,0.47222222222222227
baseline_a_early,3,ir,0.0,0,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.0,1,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.0,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.0,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.0,4,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.1,0,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.1,1,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.1,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.1,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.1,4,0.6666666666666666,0.5277777777777778
baseline_a_early,3,ir,0.2,0,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.2,1,0.7142857142857143,0.5833333333333334
baseline_a_early,3,ir,0.2,2,0.6666666666666666,0.6111111111111112
baseline_a_early,3,ir,0.2,3,0.6666666666666666,0.6111111111111112
baseline_a_early,3,ir,0.2,4,0.6666666666666666,0.5277777777777778
baseline_a_early,3,ir,0.3,0,0.7142857142857143,0.6111111111111112
baseline_a_early,3,ir,0.3,1,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.3,2,0.7142857142857143,0.5833333333333334
baseline_a_early,3,ir,0.3,3,0.6666666666666666,0.5277777777777778
baseline_a_early,3,ir,0.3,4,0.7142857142857143,0.5833333333333334
baseline_a_early,3,ir,0.4,0,0.6666666666666666,0.5
baseline_a_early,3,ir,0.4,1,0.7142857142857143,0.5555555555555556
baseline_a_early,3,ir,0.4,2,0.7142857142857143,0.5833333333333334
baseline_a_early,3,ir,0.4,3,0.6666666666666666,0.5555555555555556
baseline_a_early,3,ir,0.4,4,0.7142857142857143,0.5833333333333334
baseline_a_early,3,ir,0.5,0,0.6666666666666666,0.6111111111111112
baseline_a_early,3,ir,0.5,1,0.7142857142857143,0.5555555555555556
baseline_a_early,3,ir,0.5,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,ir,0.5,3,0.7142857142857143,0.5833333333333334
baseline_a_early,3,ir,0.5,4,0.7142857142857143,0.5833333333333334
baseline_a_early,3,gas,0.0,0,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.0,1,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.0,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.0,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.0,4,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.1,0,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.1,1,0.7142857142857143,0.6111111111111112
baseline_a_early,3,gas,0.1,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.1,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.1,4,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.2,0,0.6666666666666666,0.6111111111111112
baseline_a_early,3,gas,0.2,1,0.6153846153846154,0.5555555555555556
baseline_a_early,3,gas,0.2,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.2,3,0.6666666666666666,0.6111111111111112
baseline_a_early,3,gas,0.2,4,0.6666666666666666,0.6111111111111112
baseline_a_early,3,gas,0.3,0,0.5714285714285714,0.5
baseline_a_early,3,gas,0.3,1,0.6153846153846154,0.5555555555555556
baseline_a_early,3,gas,0.3,2,0.6666666666666666,0.6111111111111112
baseline_a_early,3,gas,0.3,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.3,4,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.4,0,0.5714285714285714,0.5277777777777778
baseline_a_early,3,gas,0.4,1,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.4,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,gas,0.4,3,0.5714285714285714,0.5277777777777778
baseline_a_early,3,gas,0.4,4,0.5714285714285714,0.5
baseline_a_early,3,gas,0.5,0,0.5714285714285714,0.5
baseline_a_early,3,gas,0.5,1,0.6666666666666666,0.6111111111111112
baseline_a_early,3,gas,0.5,2,0.6153846153846154,0.5555555555555556
baseline_a_early,3,gas,0.5,3,0.6153846153846154,0.5833333333333334
baseline_a_early,3,gas,0.5,4,0.5714285714285714,0.5277777777777778
baseline_a_early,3,joint,0.0,0,0.6666666666666666,0.5833333333333334
baseline_a_early,3,joint,0.0,1,0.6666666666666666,0.5833333333333334
baseline_a_early,3,joint,0.0,2,0.6666666666666666,0.5833333333333334
baseline_a_early,3,joint,0.0,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,joint,0.0,4,0.6666666666666666,0.5833333333333334
baseline_a_early,3,joint,0.1,0,0.6666666666666666,0.5833333333333334
baseline_a_early,3,joint,0.1,1,0.6666666666666666,0.5555555555555556
baseline_a_early,3,joint,0.1,2,0.6153846153846154,0.5277777777777778
baseline_a_early,3,joint,0.1,3,0.6666666666666666,0.5833333333333334
baseline_a_early,3,joint,0.1,4,0.6666666666666666,0.5555555555555556
baseline_a_early,3,joint,0.2,0,0.6153846153846154,0.5
baseline_a_early,3,joint,0.2,1,0.6666666666666666,0.5277777777777778
baseline_a_early,3,joint,0.2,2,0.6666666666666666,0.6111111111111112
baseline_a_early,3,joint,0.2,3,0.75,0.5277777777777778
baseline_a_early,3,joint,0.2,4,0.5714285714285714,0.5277777777777778
baseline_a_early,3,joint,0.3,0,0.5333333333333333,0.3888888888888889
baseline_a_early,3,joint,0.3,1,0.5714285714285714,0.5
baseline_a_early,3,joint,0.3,2,0.6666666666666666,0.5555555555555556
baseline_a_early,3,joint,0.3,3,0.6666666666666666,0.5555555555555556
baseline_a_early,3,joint,0.3,4,0.6666666666666666,0.5555555555555556
baseline_a_early,3,joint,0.4,0,0.5454545454545454,0.4722222222222222
baseline_a_early,3,joint,0.4,1,0.6153846153846154,0.5
baseline_a_early,3,joint,0.4,2,0.6153846153846154,0.5555555555555556
baseline_a_early,3,joint,0.4,3,0.7142857142857143,0.5
baseline_a_early,3,joint,0.4,4,0.5,0.5555555555555556
baseline_a_early,3,joint,0.5,0,0.5,0.4722222222222222
baseline_a_early,3,joint,0.5,1,0.5714285714285714,0.36111111111111116
baseline_a_early,3,joint,0.5,2,0.7692307692307693,0.6944444444444445
baseline_a_early,3,joint,0.5,3,0.7142857142857143,0.5277777777777778
baseline_a_early,3,joint,0.5,4,0.46153846153846156,0.44444444444444453
baseline_a_early,4,rgb,0.0,0,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.0,1,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.0,2,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.0,3,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.0,4,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.1,0,0.6666666666666666,0.5
baseline_a_early,4,rgb,0.1,1,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.1,2,0.6666666666666666,0.5555555555555556
baseline_a_early,4,rgb,0.1,3,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.1,4,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.2,0,0.6666666666666666,0.5277777777777778
baseline_a_early,4,rgb,0.2,1,0.6666666666666666,0.4444444444444444
baseline_a_early,4,rgb,0.2,2,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.2,3,0.6666666666666666,0.5555555555555556
baseline_a_early,4,rgb,0.2,4,0.6666666666666666,0.4444444444444444
baseline_a_early,4,rgb,0.3,0,0.6666666666666666,0.4444444444444444
baseline_a_early,4,rgb,0.3,1,0.6666666666666666,0.5
baseline_a_early,4,rgb,0.3,2,0.6666666666666666,0.4722222222222222
baseline_a_early,4,rgb,0.3,3,0.6666666666666666,0.4444444444444444
baseline_a_early,4,rgb,0.3,4,0.6666666666666666,0.5277777777777779
baseline_a_early,4,rgb,0.4,0,0.6666666666666666,0.5277777777777778
